Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Critic_Score,User_Score
5974,Guardian Heroes,Sega Saturn,Role-Playing,Sega,0.0,0.0,0.29,0.0,0.29,1990s,Unknown,Unknown
5975,Assassin's Creed IV: Black Flag,Wii U,Action,Ubisoft,0.18,0.09,0.0,0.03,0.29,2010s,86.0,7.7
5976,MLB Power Pros,Nintendo Wii,Sports,Konami Digital Entertainment,0.23,0.0,0.04,0.02,0.29,2000s,83.0,8.4
5977,Outlaw Golf,Xbox,Sports,TDK Mediactive,0.22,0.06,0.0,0.01,0.29,2000s,72.0,6.9
5978,The Amazing Spider-Man 2 (2014),PlayStation 3,Action,Activision,0.06,0.16,0.02,0.05,0.29,2000s,Unknown,Unknown
5979,Dynasty Warriors: Strikeforce,PlayStation 3,Action,Tecmo Koei,0.11,0.08,0.07,0.03,0.29,2000s,64.0,7.3
5980,Fisherman's Bait 2: Big Ol' Bass,PlayStation,Sports,Konami Digital Entertainment,0.16,0.11,0.0,0.02,0.29,1990s,Unknown,Unknown
5981,Lupin the 3rd: Treasure of the Sorcerer King,PlayStation 2,Adventure,505 Games,0.02,0.02,0.25,0.01,0.29,2000s,67.0,tbd
5982,Up,Xbox 360,Action,THQ,0.2,0.07,0.0,0.03,0.29,2000s,61.0,6.8
5983,Kurohyou: Ryu ga Gotoku Shinshou,PlayStation Portable,Adventure,Sega,0.0,0.0,0.29,0.0,0.29,2000s,Unknown,Unknown
5984,Prince of Persia: Rival Swords,Nintendo Wii,Action,Ubisoft,0.24,0.03,0.0,0.02,0.29,2000s,70.0,7.7
5985,One Piece Unlimited Cruise 2: Awakening of a Hero,Nintendo Wii,Action,Namco Bandai Games,0.0,0.1,0.17,0.02,0.29,2000s,Unknown,Unknown
5986,Ben 10 Alien Force: Vilgax Attacks,PlayStation 2,Action,D3Publisher,0.11,0.03,0.0,0.15,0.29,2000s,Unknown,7
5987,Majin and the Forsaken Kingdom,PlayStation 3,Adventure,Namco Bandai Games,0.09,0.14,0.01,0.05,0.29,2000s,72.0,7.9
5988,NBA Street V3,GameCube,Sports,Electronic Arts,0.23,0.06,0.0,0.01,0.29,2000s,88.0,8.4
5989,WinBack: Covert Operations,PlayStation 2,Shooter,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.29,2000s,66.0,7.7
5990,Punch-Out!!,Nintendo Wii,Sports,Nintendo,0.02,0.22,0.05,0.0,0.29,2000s,Unknown,Unknown
5991,FlatOut: Head On,PlayStation Portable,Racing,Empire Interactive,0.13,0.11,0.0,0.06,0.29,2000s,74.0,8.2
5992,Kagero: Deception II,PlayStation,Strategy,Virgin Interactive,0.03,0.02,0.22,0.02,0.29,1990s,Unknown,Unknown
5993,Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PlayStation,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.02,0.29,1990s,Unknown,Unknown
5994,The Bureau: XCOM Declassified,PlayStation 3,Shooter,Take-Two Interactive,0.08,0.16,0.0,0.05,0.29,2000s,69.0,6.7
5995,NBA Live 06,Xbox 360,Sports,Electronic Arts,0.27,0.0,0.0,0.02,0.29,2000s,64.0,5.6
5996,Guitar Hero: Van Halen,Nintendo Wii,Misc,Activision,0.14,0.12,0.0,0.03,0.29,2000s,50.0,5.2
5997,J-League Victory Goal '96,Sega Saturn,Sports,Sega,0.0,0.0,0.29,0.0,0.29,1990s,Unknown,Unknown
5998,Shin Megami Tensei: Strange Journey,Nintendo DS,Role-Playing,Atlus,0.14,0.0,0.14,0.01,0.29,2000s,80.0,8.7
5999,Jeopardy! 2nd Edition,PlayStation,Misc,Hasbro Interactive,0.16,0.11,0.0,0.02,0.29,1990s,Unknown,Unknown
6000,SD Gundam G Century,PlayStation,Strategy,Namco Bandai Games,0.0,0.0,0.27,0.02,0.29,1990s,Unknown,Unknown
6001,Ratchet & Clank: Size Matters,PlayStation 2,Platform,Sony Computer Entertainment,0.13,0.1,0.03,0.03,0.29,2000s,Unknown,Unknown
6002,Ben 10 Ultimate Alien: Cosmic Destruction,Nintendo Wii,Platform,D3Publisher,0.17,0.1,0.0,0.02,0.29,2000s,Unknown,tbd
6003,Atelier Iris 3: Grand Phantasm (US Sales),PlayStation 2,Role-Playing,Tecmo Koei,0.14,0.11,0.0,0.04,0.29,2000s,Unknown,Unknown
6004,Itadaki Street 2: Neon Sign wa Bara Iro ni,Super Nintendo Entertainment System,Misc,Enix Corporation,0.0,0.0,0.29,0.0,0.29,1990s,Unknown,Unknown
6005,Def Jam Rapstar,Xbox 360,Misc,Konami Digital Entertainment,0.25,0.03,0.0,0.02,0.29,2000s,74.0,5.4
6006,Need for Speed: The Run,Nintendo Wii,Action,Electronic Arts,0.13,0.13,0.01,0.03,0.29,2000s,64.0,3.6
6007,From TV Animation One Piece: Treasure Battle!,GameCube,Fighting,Namco Bandai Games,0.0,0.0,0.28,0.01,0.29,2000s,Unknown,Unknown
6008,Starhawk,PlayStation 3,Action,Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29,2000s,77.0,7.8
6009,Dolphin,Atari 2600,Action,Activision,0.27,0.02,0.0,0.0,0.29,1970s,Unknown,Unknown
6010,Imagine: Fashion Designer World Tour,Nintendo DS,Simulation,Ubisoft,0.27,0.0,0.0,0.02,0.29,2000s,Unknown,tbd
6011,Area 51,Xbox,Shooter,Midway Games,0.22,0.06,0.0,0.01,0.29,2000s,72.0,8.1
6012,The Smurfs: Dance Party,Nintendo Wii,Misc,Ubisoft,0.22,0.04,0.0,0.02,0.29,2000s,Unknown,tbd
6013,Disney Channel: All Star Party,Nintendo Wii,Misc,Disney Interactive Studios,0.18,0.08,0.0,0.02,0.29,2000s,Unknown,tbd
6014,Ace Combat: Joint Assault,PlayStation Portable,Simulation,Namco Bandai Games,0.06,0.05,0.15,0.03,0.29,2000s,71.0,7.2
6015,Hamster Club 4: Shigessa Daidassou,Game Boy Advance,Simulation,Jorudan,0.0,0.0,0.28,0.01,0.29,2000s,Unknown,Unknown
6016,Medieval Moves: Deadmund's Quest,PlayStation 3,Action,Sony Computer Entertainment,0.13,0.12,0.0,0.05,0.29,2000s,61.0,6.5
6017,Angry Birds Star Wars,Xbox 360,Strategy,Activision,0.16,0.11,0.0,0.03,0.29,2000s,59.0,5.6
6018,Mega Man X8,PlayStation 2,Platform,Capcom,0.14,0.11,0.0,0.04,0.29,2000s,68.0,8.5
6019,CSI: Deadly Intent,Nintendo Wii,Adventure,Ubisoft,0.13,0.13,0.0,0.03,0.29,2000s,Unknown,tbd
6020,Ford Mustang: The Legend Lives,PlayStation 2,Racing,Take-Two Interactive,0.14,0.11,0.0,0.04,0.29,2000s,58.0,7.3
6021,Ys: Memories of Celceta,PlayStation Vita,Action,Nihon Falcom Corporation,0.15,0.01,0.1,0.04,0.29,2010s,82.0,8.8
6022,FIFA Soccer 13,Nintendo 3DS,Action,Electronic Arts,0.06,0.2,0.0,0.03,0.29,2010s,68.0,3.7
6023,Fast Food,Atari 2600,Action,Unknown,0.27,0.02,0.0,0.0,0.29,1970s,Unknown,Unknown
6024,Jikkyou Powerful Pro Yakyuu 8,PlayStation 2,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29,2000s,Unknown,Unknown
6025,Viz,Nintendo 64,Racing,Acclaim Entertainment,0.23,0.06,0.0,0.0,0.29,1990s,Unknown,Unknown
6026,Top Gear Overdrive,Nintendo 64,Racing,Kemco,0.23,0.06,0.0,0.0,0.29,1990s,Unknown,Unknown
6027,Xena: Warrior Princess - The Talisman of Fate,Nintendo 64,Fighting,Titus,0.23,0.06,0.0,0.0,0.29,1990s,Unknown,Unknown
6028,Jeremy McGrath Supercross 2000,Nintendo 64,Racing,Acclaim Entertainment,0.23,0.06,0.0,0.0,0.29,1990s,Unknown,Unknown
6029,The New Tetris,Nintendo 64,Puzzle,Nintendo,0.22,0.05,0.02,0.0,0.29,1990s,Unknown,Unknown
6030,Ken Griffey Jr.'s Slugfest,Nintendo 64,Sports,Nintendo,0.23,0.06,0.0,0.0,0.29,1990s,Unknown,Unknown
6031,Supercross 2000,Nintendo 64,Racing,Electronic Arts,0.23,0.06,0.0,0.0,0.29,1990s,Unknown,Unknown
6032,War Gods,Nintendo 64,Fighting,Midway Games,0.23,0.06,0.0,0.0,0.29,1990s,Unknown,Unknown
6033,Bladestorm: The Hundred Years' War,PlayStation 3,Action,Tecmo Koei,0.1,0.03,0.14,0.02,0.29,2000s,58.0,7.9
6034,World of Tanks,PC,Shooter,Wargaming.net,0.0,0.23,0.0,0.06,0.29,Multi-decade,80.0,3.7
6035,Jewel Quest Mysteries: Curse of the Emerald Tear,Nintendo DS,Puzzle,Avanquest,0.0,0.25,0.0,0.04,0.29,2000s,Unknown,Unknown
6036,Duel Masters: Sempai Legends,Game Boy Advance,Misc,Atari,0.21,0.08,0.0,0.01,0.29,2000s,69.0,8
6037,Marvel Super Hero Squad,PlayStation 2,Fighting,THQ,0.14,0.11,0.0,0.04,0.29,2000s,Unknown,tbd
6038,Turning Point: Fall of Liberty,Xbox 360,Shooter,Codemasters,0.23,0.04,0.0,0.02,0.29,2000s,43.0,6.8
6039,Heroes of the Pacific,PlayStation 2,Simulation,Codemasters,0.14,0.11,0.0,0.04,0.29,2000s,76.0,8.4
6040,Dead Rising: Chop Till You Drop,Nintendo Wii,Action,Capcom,0.15,0.07,0.05,0.02,0.29,2000s,61.0,6.5
6041,The Lord of the Rings: The Third Age,GameCube,Role-Playing,Electronic Arts,0.22,0.06,0.0,0.01,0.29,2000s,74.0,7.8
6042,Disney Infinity,Nintendo 3DS,Action,Disney Interactive Studios,0.16,0.1,0.0,0.02,0.29,2010s,Unknown,Unknown
6043,Fable: The Journey,Xbox 360,Role-Playing,Microsoft Game Studios,0.18,0.09,0.0,0.02,0.29,2000s,61.0,4.8
6044,Nicktoons: Battle for Volcano Island,GameCube,Action,Unknown,0.22,0.06,0.0,0.01,0.29,2000s,Unknown,7
6045,Sonic Boom: Shattered Crystal,Nintendo 3DS,Action,Sega,0.17,0.09,0.0,0.03,0.29,2010s,47.0,6.3
6046,Just Dance Wii 2,Nintendo Wii,Misc,Nintendo,0.0,0.0,0.29,0.0,0.29,2000s,Unknown,Unknown
6047,Madden NFL 08,Xbox,Sports,Electronic Arts,0.22,0.06,0.0,0.01,0.29,2000s,76.0,6
6048,DX Game of Life,PlayStation,Misc,Takara,0.0,0.0,0.27,0.02,0.29,1990s,Unknown,Unknown
6049,Pirates of the Caribbean,Xbox,Role-Playing,Ubisoft,0.22,0.06,0.0,0.01,0.29,2000s,65.0,7.4
6050,Operation Flashpoint: Red River,Xbox 360,Shooter,Codemasters,0.1,0.15,0.01,0.03,0.29,2000s,69.0,6.1
6051,One Piece: Pirate Warriors 3,PlayStation 3,Action,Namco Bandai Games,0.0,0.09,0.19,0.01,0.29,2000s,Unknown,3.7
6052,The Punisher,Xbox,Action,THQ,0.22,0.06,0.0,0.01,0.29,2000s,Unknown,Unknown
6053,MLB Pennant Race,PlayStation,Sports,Sony Computer Entertainment,0.16,0.11,0.0,0.02,0.29,1990s,Unknown,Unknown
6054,Transformers: Dark of the Moon,Xbox 360,Action,Activision,0.13,0.13,0.0,0.03,0.29,2000s,59.0,6.7
6055,SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,Super Nintendo Entertainment System,Role-Playing,Angel Studios,0.0,0.0,0.29,0.0,0.29,1990s,Unknown,Unknown
6056,GRID 2,Xbox 360,Racing,Codemasters,0.08,0.17,0.0,0.03,0.29,2000s,78.0,5.8
6057,WWII Aces,Nintendo Wii,Simulation,Destineer,0.27,0.0,0.0,0.02,0.29,2000s,41.0,5.4
6058,Puzzle Quest: Challenge of the Warlords,Nintendo Wii,Puzzle,D3Publisher,0.26,0.0,0.0,0.02,0.29,2000s,71.0,6.2
6059,Shrek Super Party,PlayStation 2,Misc,TDK Mediactive,0.14,0.11,0.0,0.04,0.29,2000s,30.0,5.1
6060,"Sakura Wars 4: Koi Seyo,Otome",Unknown,Adventure,Sega,0.0,0.0,0.29,0.0,0.29,Unknown,Unknown,Unknown
6061,"Sakura Wars: So Long, My Love",PlayStation 2,Role-Playing,Sega,0.07,0.05,0.15,0.02,0.29,2000s,81.0,7.3
6062,Dynasty Tactics,PlayStation 2,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29,2000s,79.0,8.1
6063,The Urbz: Sims In the City (US weekly sales),Nintendo DS,Simulation,Electronic Arts,0.27,0.0,0.0,0.02,0.29,2000s,Unknown,Unknown
6064,Lightning Returns: Final Fantasy XIII,Xbox 360,Role-Playing,Square Enix,0.15,0.1,0.01,0.02,0.29,2000s,69.0,6.6
6065,Feel the Magic XY/XX,Nintendo DS,Puzzle,Sega,0.17,0.0,0.1,0.02,0.29,2000s,75.0,8.1
6066,Trivial Pursuit,PlayStation 3,Misc,Electronic Arts,0.12,0.12,0.0,0.05,0.29,2000s,66.0,7.1
6067,Neopets Puzzle Adventure,Nintendo DS,Puzzle,Capcom,0.26,0.0,0.0,0.02,0.29,2000s,70.0,tbd
6068,Sonic & All-Stars Racing Transformed,Nintendo 3DS,Racing,Sega,0.12,0.15,0.0,0.02,0.29,2010s,Unknown,Unknown
6069,Shrek the Third,Nintendo Wii,Action,Activision,0.26,0.01,0.0,0.02,0.29,2000s,57.0,6.7
6070,Snowboarding,PlayStation,Sports,Midas Interactive Entertainment,0.16,0.11,0.0,0.02,0.29,1990s,Unknown,Unknown
6071,Purr Pals,Nintendo Wii,Simulation,Deep Silver,0.27,0.0,0.0,0.02,0.29,2000s,Unknown,tbd
6072,Dragon Ball Heroes: Ultimate Mission,Nintendo 3DS,Misc,Namco Bandai Games,0.0,0.0,0.29,0.0,0.29,2010s,Unknown,Unknown
6073,Borderlands: The Pre-Sequel,PC,Shooter,Take-Two Interactive,0.11,0.15,0.0,0.03,0.29,Multi-decade,75.0,6.2
6074,Surf's Up,PlayStation 2,Sports,Ubisoft,0.14,0.11,0.0,0.04,0.29,2000s,60.0,tbd
6075,BlazBlue: Chrono Phantasma,PlayStation 3,Fighting,Arc System Works,0.13,0.0,0.14,0.02,0.29,2000s,83.0,8.3
6076,Looney Tunes Racing,PlayStation,Racing,Infogrames,0.16,0.11,0.0,0.02,0.29,1990s,71.0,tbd
6077,Final Fantasy X-2: International + Last Mission,PlayStation 2,Role-Playing,Square Enix,0.0,0.0,0.29,0.0,0.29,2000s,Unknown,Unknown
6078,Namco Museum Vol.2,PlayStation,Misc,Sony Computer Entertainment,0.03,0.02,0.21,0.02,0.29,1990s,Unknown,Unknown
6079,Rayman 3: Hoodlum Havoc,PlayStation 2,Platform,Ubisoft,0.14,0.11,0.0,0.04,0.29,2000s,76.0,8.6
6080,Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,Nintendo DS,Adventure,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29,2000s,Unknown,Unknown
6081,Psi-Ops: The Mindgate Conspiracy,PlayStation 2,Shooter,Midway Games,0.14,0.11,0.0,0.04,0.29,2000s,84.0,8.9
6082,I Spy: Spooky Mansion,Nintendo Wii,Puzzle,Storm City Games,0.27,0.0,0.0,0.02,0.29,2000s,Unknown,tbd
6083,Tomba! 2: The Evil Swine Return,PlayStation,Platform,Sony Computer Entertainment,0.16,0.11,0.0,0.02,0.29,1990s,Unknown,Unknown
6084,SAW,Xbox 360,Action,Konami Digital Entertainment,0.13,0.12,0.0,0.03,0.29,2000s,59.0,7.4
6085,Wappy Dog,Nintendo DS,Simulation,Activision,0.27,0.0,0.0,0.02,0.29,2000s,Unknown,tbd
6086,Dragon Quest: Shounen Yangus to Fushigi no Dungeon,PlayStation 2,Role-Playing,Square Enix,0.0,0.0,0.29,0.0,0.29,2000s,Unknown,Unknown
6087,BeatMania Append 4thMix: The beat goes on,PlayStation,Simulation,Konami Digital Entertainment,0.0,0.0,0.27,0.02,0.29,1990s,Unknown,Unknown
6088,NASCAR 08,Xbox 360,Racing,Electronic Arts,0.26,0.0,0.0,0.02,0.29,2000s,59.0,5.2
6089,World of Warcraft: Legion,PC,Role-Playing,Activision,0.14,0.12,0.0,0.02,0.29,Multi-decade,88.0,7.5
6090,Romance of the Three Kingdoms III: Dragon of Destiny,Super Nintendo Entertainment System,Strategy,Tecmo Koei,0.0,0.0,0.29,0.0,0.29,1990s,Unknown,Unknown
6091,Power Pro Kun Pocket 11,Nintendo DS,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29,2000s,Unknown,Unknown
6092,El Shaddai: Ascension of the Metatron,PlayStation 3,Action,Ignition Entertainment,0.11,0.07,0.08,0.03,0.29,2000s,78.0,7.5
6093,Family Guy: Back to the Multiverse,PlayStation 3,Action,Activision,0.12,0.12,0.0,0.05,0.29,2000s,40.0,6.4
6094,Spyro: A Hero's Tail,GameCube,Platform,Vivendi Games,0.22,0.06,0.0,0.01,0.29,2000s,62.0,8.3
6095,Warriors Orochi 2,PlayStation Portable,Action,Tecmo Koei,0.06,0.0,0.22,0.01,0.29,2000s,56.0,7.5
6096,Ratatouille: Food Frenzy,Nintendo DS,Puzzle,THQ,0.26,0.0,0.0,0.02,0.29,2000s,Unknown,Unknown
6097,Links 2004,Xbox,Sports,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.29,2000s,80.0,9
6098,PGA Tour 97,PlayStation,Sports,Electronic Arts,0.16,0.11,0.0,0.02,0.29,1990s,Unknown,Unknown
6099,Bratz: Super Babyz,Nintendo DS,Action,THQ,0.26,0.0,0.0,0.02,0.29,2000s,50.0,tbd
6100,Battle & Get! Pokemon Typing DS,Nintendo DS,Misc,Nintendo,0.0,0.0,0.29,0.0,0.29,2000s,Unknown,Unknown
6101,Kung Zhu,Nintendo DS,Action,Activision,0.26,0.0,0.0,0.02,0.29,2000s,Unknown,Unknown
6102,Earthworm Jim,Game Boy Advance,Platform,Interplay,0.2,0.08,0.0,0.01,0.29,2000s,72.0,5.7
6103,Tales of Phantasia,Game Boy Advance,Role-Playing,Nintendo,0.08,0.03,0.17,0.01,0.29,2000s,76.0,8.1
6104,The Golden Compass,PlayStation 3,Action,Sega,0.14,0.1,0.0,0.05,0.29,2000s,40.0,4.8
6105,F1 Race Stars,Xbox 360,Racing,Codemasters,0.07,0.18,0.0,0.03,0.29,2000s,64.0,5.7
6106,All Star Cheer Squad,Nintendo DS,Sports,THQ,0.26,0.0,0.0,0.02,0.28,2000s,Unknown,tbd
6107,Rugby World Cup 2011,Xbox 360,Sports,505 Games,0.03,0.21,0.0,0.04,0.28,2000s,55.0,3.9
6108,Ice Age: Dawn of the Dinosaurs,Nintendo Wii,Action,Activision,0.11,0.14,0.0,0.03,0.28,2000s,75.0,8.3
6109,Monster 4x4: Masters of Metal,PlayStation 2,Racing,Ubisoft,0.14,0.11,0.0,0.04,0.28,2000s,48.0,8.3
6110,SingStar Country,PlayStation 2,Misc,Sony Computer Entertainment,0.14,0.11,0.0,0.04,0.28,2000s,75.0,tbd
6111,DeathSmiles,Xbox 360,Shooter,Rising Star Games,0.15,0.06,0.05,0.02,0.28,2000s,76.0,8.4
6112,VMX Racing,PlayStation,Racing,Playmates,0.16,0.11,0.0,0.02,0.28,1990s,Unknown,Unknown
6113,Hot Shots Golf: World Invitational,PlayStation 3,Sports,Sony Computer Entertainment,0.0,0.0,0.28,0.0,0.28,2000s,Unknown,7.9
6114,Disney's Extreme Skate Adventure,Game Boy Advance,Sports,Activision,0.2,0.08,0.0,0.01,0.28,2000s,70.0,tbd
6115,Dragon Ball GT: Transformation,Game Boy Advance,Action,Atari,0.2,0.08,0.0,0.01,0.28,2000s,69.0,8.2
6116,Bratz Ponyz,Nintendo DS,Adventure,Game Factory,0.26,0.0,0.0,0.02,0.28,2000s,Unknown,tbd
6117,Super Fire ProWrestling X,Super Nintendo Entertainment System,Fighting,Human Entertainment,0.0,0.0,0.28,0.0,0.28,1990s,Unknown,Unknown
6118,Baby Pals,Nintendo DS,Simulation,THQ,0.26,0.01,0.0,0.02,0.28,2000s,Unknown,tbd
6119,International Superstar Soccer,Super Nintendo Entertainment System,Sports,Konami Digital Entertainment,0.0,0.0,0.28,0.0,0.28,1990s,Unknown,Unknown
6120,Metal Gear Solid V: Ground Zeroes,Xbox One,Action,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.28,2010s,76.0,5.4
6121,Tigger's Honey Hunt,PlayStation,Platform,Ubisoft,0.16,0.11,0.0,0.02,0.28,1990s,Unknown,Unknown
6122,The Warriors,Xbox,Action,Take-Two Interactive,0.21,0.06,0.0,0.01,0.28,2000s,85.0,8.2
6123,Monopoly Streets,Xbox 360,Misc,Electronic Arts,0.16,0.1,0.0,0.03,0.28,2000s,66.0,6.6
6124,Shadow Hearts,PlayStation 2,Role-Playing,Midway Games,0.09,0.07,0.1,0.02,0.28,2000s,73.0,8.8
6125,NHL 2K11,Nintendo Wii,Sports,Take-Two Interactive,0.24,0.02,0.0,0.02,0.28,2000s,62.0,5.8
6126,One Piece: Burning Blood,PlayStation 4,Fighting,Namco Bandai Games,0.1,0.08,0.07,0.04,0.28,2010s,66.0,7.8
6127,Haven: Call of the King,PlayStation 2,Platform,Midway Games,0.14,0.11,0.0,0.04,0.28,2000s,69.0,6.9
6128,Street Hoops,Xbox,Sports,Activision,0.21,0.06,0.0,0.01,0.28,2000s,58.0,8
6129,Yu-Gi-Oh! Double Pack,Game Boy Advance,Role-Playing,Konami Digital Entertainment,0.2,0.08,0.0,0.01,0.28,2000s,Unknown,Unknown
6130,X-Men: Reign of Apocalypse,Game Boy Advance,Action,Activision,0.2,0.08,0.0,0.01,0.28,2000s,61.0,tbd
6131,R: Racing Evolution,PlayStation 2,Racing,Namco Bandai Games,0.14,0.11,0.0,0.04,0.28,2000s,66.0,6.2
6132,Tony Hawk: Shred,PlayStation 3,Sports,Activision,0.18,0.07,0.0,0.04,0.28,2000s,56.0,6.7
6133,Netsu Chu! Pro Yakyuu 2003,PlayStation 2,Sports,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,2000s,Unknown,Unknown
6134,ATV Quad Power Racing 2,GameCube,Racing,Acclaim Entertainment,0.22,0.06,0.0,0.01,0.28,2000s,70.0,9
6135,Digimon Adventure: Anode Tamer,WonderSwan,Role-Playing,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,1990s,Unknown,Unknown
6136,Fantastic 4: Flame On,Game Boy Advance,Action,Activision,0.2,0.08,0.0,0.01,0.28,2000s,Unknown,Unknown
6137,Siren: Blood Curse,PlayStation 3,Action,Sony Computer Entertainment,0.0,0.17,0.09,0.02,0.28,2000s,78.0,8.1
6138,Pro Evolution Soccer 2017,PlayStation 4,Sports,Konami Digital Entertainment,0.01,0.16,0.09,0.03,0.28,2010s,85.0,7.6
6139,Chromehounds,Xbox 360,Simulation,Sega,0.24,0.0,0.01,0.02,0.28,2000s,71.0,7
6140,Marvel Nemesis: Rise of the Imperfects,Xbox,Fighting,Electronic Arts,0.21,0.06,0.0,0.01,0.28,2000s,58.0,7.5
6141,The King of Fighters '95,Sega Saturn,Fighting,SNK Playmore,0.0,0.0,0.28,0.0,0.28,1990s,Unknown,Unknown
6142,Pirates of the Caribbean: Dead Man's Chest,PlayStation Portable,Adventure,Disney Interactive Studios,0.25,0.01,0.0,0.02,0.28,2000s,52.0,8
6143,Assassin's Creed II: Discovery,Nintendo DS,Action,Ubisoft,0.15,0.11,0.0,0.03,0.28,2000s,69.0,7.3
6144,F/A-18F Super Hornet,Game Boy Advance,Simulation,Majesco Entertainment,0.2,0.08,0.0,0.01,0.28,2000s,Unknown,Unknown
6145,Avatar: The Last Airbender,Nintendo Wii,Adventure,THQ,0.24,0.02,0.0,0.02,0.28,2000s,56.0,5.8
6146,Final Fantasy VI Advance,Game Boy Advance,Role-Playing,Nintendo,0.0,0.0,0.28,0.01,0.28,2000s,92.0,8.4
6147,Polaris,Atari 2600,Action,Tigervision,0.26,0.02,0.0,0.0,0.28,1970s,Unknown,Unknown
6148,Viewtiful Joe,PlayStation 2,Action,Capcom,0.14,0.11,0.0,0.04,0.28,2000s,90.0,8.5
6149,Triple Play 2000,Nintendo 64,Sports,Electronic Arts,0.27,0.01,0.0,0.0,0.28,1990s,Unknown,Unknown
6150,Beyblade: Metal Masters,Nintendo DS,Action,Konami Digital Entertainment,0.16,0.1,0.0,0.03,0.28,2000s,65.0,tbd
6151,Need for Speed: Most Wanted,Wii U,Racing,Electronic Arts,0.14,0.12,0.0,0.02,0.28,2010s,Unknown,Unknown
6152,Arcade Hits: Frisky Tom,PlayStation,Action,Hamster Corporation,0.16,0.11,0.0,0.02,0.28,1990s,Unknown,Unknown
6153,Dead to Rights: Retribution,PlayStation 3,Shooter,Namco Bandai Games,0.1,0.12,0.02,0.05,0.28,2000s,60.0,5.9
6154,Harry Potter and the Sorcerer's Stone,PlayStation 2,Action,Electronic Arts,0.14,0.11,0.0,0.04,0.28,2000s,56.0,7.6
6155,Unreal Championship 2: The Liandri Conflict,Xbox,Shooter,Midway Games,0.22,0.05,0.0,0.01,0.28,2000s,85.0,8.2
6156,Kung Fu Chaos,Xbox,Fighting,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.28,2000s,68.0,8.5
6157,Mega Man: Dr. Wily's Revenge,Game Boy,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28,1980s,Unknown,Unknown
6158,Yu-Gi-Oh! World Championship 2008,Nintendo DS,Strategy,Konami Digital Entertainment,0.13,0.02,0.12,0.01,0.28,2000s,Unknown,Unknown
6159,Naruto Shippuden: Ultimate Ninja Storm 4,Xbox One,Fighting,Namco Bandai Games,0.19,0.06,0.0,0.03,0.28,2010s,81.0,8.5
6160,Godzilla: Domination!,Game Boy Advance,Fighting,Atari,0.2,0.07,0.0,0.01,0.28,2000s,Unknown,Unknown
6161,Sly Cooper: Thieves in Time,PlayStation Vita,Platform,Sony Computer Entertainment Europe,0.16,0.06,0.0,0.05,0.28,2010s,75.0,8.2
6162,Tales of the World: Radiant Mythology 3,PlayStation Portable,Role-Playing,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,2000s,Unknown,Unknown
6163,Famista '92,Nintendo Entertainment System,Sports,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,1980s,Unknown,Unknown
6164,Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,PlayStation 2,Misc,Sammy Corporation,0.0,0.0,0.28,0.0,0.28,2000s,Unknown,Unknown
6165,Jackass the Game,PlayStation 2,Action,Empire Interactive,0.14,0.11,0.0,0.04,0.28,2000s,58.0,6.6
6166,Mega Man II,Game Boy,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28,1980s,Unknown,Unknown
6167,Lord of Darkness,Super Nintendo Entertainment System,Action,Tecmo Koei,0.0,0.0,0.28,0.0,0.28,1990s,Unknown,Unknown
6168,Hannah Montana: Spotlight World Tour,PlayStation 2,Action,Disney Interactive Studios,0.12,0.02,0.0,0.14,0.28,2000s,Unknown,tbd
6169,Rocket Power: Beach Bandits,Game Boy Advance,Platform,THQ,0.2,0.07,0.0,0.01,0.28,2000s,Unknown,Unknown
6170,Surf's Up,Nintendo DS,Sports,Ubisoft,0.26,0.0,0.0,0.02,0.28,2000s,56.0,7
6171,Carol Vorderman's Sudoku,PlayStation 2,Puzzle,Xplosiv,0.0,0.23,0.0,0.05,0.28,2000s,75.0,tbd
6172,MX SuperFly featuring Ricky Carmichael,PlayStation 2,Racing,THQ,0.14,0.11,0.0,0.04,0.28,2000s,Unknown,Unknown
6173,Remington Super Slam Hunting: Africa,Nintendo Wii,Sports,Mastiff,0.27,0.0,0.0,0.02,0.28,2000s,Unknown,tbd
